Belgian Second Division,,Tubize,Eendracht Aalst,3-1,4,1-0,2-1,23,19,7,18,11,21,8,26,7,4,0,3,57.1,2,28.6,5,71.4,2,2,0,0,100,1,50,1,50,5,2,0,3,40,1,20,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.95,3.50,3.35,4.50,3.50,0.5,,0.72,0.96,1.21,0.94,2.5,,1.17,0.93,0.73,0.95
Cyprus 1 Division,,Omonia Nicosia FC,Alki Larnaka FC,5-0,5,2-0,3-0,24,67,25,54,10,24,4,17,17,43,13,28,23,17,0,6,73.9,9,39.1,13,56.5,11,8,0,3,72.7,3,27.3,8,72.7,12,9,0,3,75,6,50,5,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,"Partly cloudy, 17℃～18℃",Spartak Moscow II,Volgar-Gazprom Astrachan,1-0,1,1-0,0-0,11,23,2,20,34,70,10,61,23,39,5,34,27,10,3,14,37,15,55.6,12,44.4,13,4,0,9,30.8,7,53.8,6,46.2,14,6,3,5,42.9,8,57.1,6,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,"Partly cloudy, 11℃～12℃",Zenit-2 St.Petersburg,Torpedo Armavir,0-0,0,0-0,0-0,18,73,15,66,7,18,4,13,13,39,10,38,6,4,0,2,66.7,3,50,3,50,3,2,0,1,66.7,3,100,0,0,3,2,0,1,66.7,0,0,3,100,27,12,3,12,44.4,8,29.6,16,59.3,14,7,3,4,50,3,21.4,10,71.4,13,5,0,8,38.5,5,38.5,6,46.2
Russian National Football League,,Yenisey Krasnoyarsk,Tom Tomsk,0-3,3,0-2,0-1,5,22,13,33,22,61,29,90,14,42,23,62,27,10,2,15,37,12,44.4,14,51.9,13,4,1,8,30.8,7,53.8,6,46.2,14,6,1,7,42.9,5,35.7,8,57.1,27,11,4,12,40.7,10,37,14,51.9,13,6,3,4,46.2,5,38.5,8,61.5,14,5,1,8,35.7,5,35.7,6,42.9
Russian National Football League,,Salyut-Energia Belgorod,FC Ufa,1-2,3,0-0,1-2,22,75,13,52,7,21,8,19,17,51,10,34,7,3,1,3,42.9,3,42.9,4,57.1,4,1,0,3,25,0,0,4,100,3,2,1,0,66.7,3,100,0,0,22,14,0,8,63.6,5,22.7,14,63.6,10,6,0,4,60,3,30,4,40,12,8,0,4,66.7,2,16.7,10,83.3
Greece National A,,Panaitolikos Agrinio,Niki Volou,3-0,3,0-0,3-0,23,62,14,82,6,21,7,18,13,45,10,45,26,9,1,16,34.6,12,46.2,12,46.2,13,4,1,8,30.8,4,30.8,7,53.8,13,5,0,8,38.5,8,61.5,5,38.5,9,5,0,4,55.6,2,22.2,5,55.6,5,3,0,2,60,1,20,4,80,4,2,0,2,50,1,25,1,25
Cyprus 1 Division,,AEL Limassol,Ermis Aradippou,1-0,1,0-0,1-0,12,23,12,31,39,48,20,48,35,42,20,46,23,9,3,11,39.1,10,43.5,12,52.2,12,7,2,3,58.3,4,33.3,7,58.3,11,2,1,8,18.2,6,54.5,5,45.5,7,5,1,1,71.4,4,57.1,3,42.9,3,2,1,0,66.7,2,66.7,1,33.3,4,3,0,1,75,2,50,2,50
Primera Division de Uruguay,"Sunny, 16℃～17℃",Plaza Colonia,Wanderers FC,1-1,2,1-0,0-1,2,21,4,21,21,85,21,90,11,45,10,44,3,1,0,2,33.3,1,33.3,2,66.7,1,0,0,1,0,0,0,1,100,2,1,0,1,50,1,50,1,50,3,2,0,1,66.7,1,33.3,2,66.7,2,1,0,1,50,1,50,1,50,1,1,0,0,100,0,0,1,100
Serbian Superliga,,FK Napredak Krusevac,Proleter,0-0,0,0-0,0-0,8,21,5,42,21,76,23,91,14,57,14,64,26,10,4,12,38.5,12,46.2,14,53.8,13,5,1,7,38.5,6,46.2,7,53.8,13,5,3,5,38.5,6,46.2,7,53.8,25,17,0,8,68,9,36,16,64,12,8,0,4,66.7,4,33.3,8,66.7,13,9,0,4,69.2,5,38.5,8,61.5
Russian National Football League,,Yenisey Krasnoyarsk,Volgar-Gazprom Astrachan,2-3,5,1-1,1-2,11,23,2,20,34,70,10,61,23,39,5,34,27,10,2,15,37,12,44.4,14,51.9,13,4,1,8,30.8,7,53.8,6,46.2,14,6,1,7,42.9,5,35.7,8,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish Segunda Division,,Granada CF,CF Reus Deportiu,1-0,1,0-0,1-0,0,0,0,0,7,31,3,19,13,53,10,41,27,17,1,9,63,11,40.7,15,55.6,13,9,1,3,69.2,5,38.5,7,53.8,14,8,0,6,57.1,6,42.9,8,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus 1 Division,,AEL Limassol,Alki Larnaka FC,3-0,3,2-0,1-0,24,67,25,54,10,24,4,17,17,43,13,28,23,9,3,11,39.1,10,43.5,12,52.2,12,7,2,3,58.3,4,33.3,7,58.3,11,2,1,8,18.2,6,54.5,5,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,Sibir Novosibirsk,FK Angusht Nazran,1-1,2,0-1,1-0,19,48,33,88,8,16,9,29,10,27,21,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,SY Sakhalinsk,FK Ruan Tosno,0-0,0,0-0,0-0,22,68,22,61,4,17,8,27,8,38,15,42,6,1,2,3,16.7,3,50,3,50,2,0,1,1,0,2,100,0,0,4,1,1,2,25,1,25,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia 1.Liga,"Sunny, 30℃～31℃",Krsko Posavlje,Zavrc,0-1,1,0-0,0-1,23,70,22,50,18,20,13,30,23,63,21,39,2,0,1,1,0,1,50,1,50,1,0,0,1,0,1,100,0,0,1,0,1,0,0,0,0,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia 1.Liga,,NK Olimpija Ljubljana,Zavrc,3-2,5,3-0,0-2,18,20,13,30,23,70,22,50,23,63,21,39,25,14,1,10,56,13,52,11,44,12,7,0,5,58.3,7,58.3,5,41.7,13,7,1,5,53.8,6,46.2,6,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,Volga Nizhny Novgorod,Kryliya Sovetov,0-4,4,0-2,0-2,25,75,26,92,7,27,5,31,18,44,16,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8,2,12,36.4,8,36.4,14,63.6,11,3,1,7,27.3,4,36.4,7,63.6,11,5,1,5,45.5,4,36.4,7,63.6
Slovenia 1.Liga,,NK Publikum Celje,ND Gorica,0-2,2,0-0,0-2,8,16,7,21,32,60,13,53,23,54,8,46,25,15,1,9,60,15,60,10,40,13,8,0,5,61.5,8,61.5,5,38.5,12,7,1,4,58.3,7,58.3,5,41.7,1,0,0,1,0,0,0,1,100,,,,,,,,,,1,0,0,1,0,0,0,1,100
Northern Ireland Premier League,,Ballinamallard United,Portadown,1-0,1,0-0,1-0,46,21,4,26,45,19,5,24,1,1,0,0,100,0,0,1,100,,,,,,,,,,1,1,0,0,100,0,0,1,100,1,1,0,0,100,0,0,1,100,,,,,,,,,,1,1,0,0,100,0,0,1,100,3.05,3.25,3.20,3.25,2.09,1.99,0/-0.5,,1.00,1.09,0.84,0.75,2.5/3,,0.83,,0.99,
Russian National Football League," Overcast, 10℃～11℃",Baltika Kaliningrad,FK Ruan Tosno,0-2,2,0-1,0-1,4,17,8,27,22,68,22,61,8,38,15,42,27,14,4,9,51.9,10,37,14,51.9,13,7,1,5,53.8,5,38.5,7,53.8,14,7,3,4,50,5,35.7,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia 1.Liga,,FC Koper,NK Olimpija Ljubljana,2-1,3,0-1,2-0,5,30,8,12,38,100,23,54,24,59,17,38,1,1,0,0,100,1,100,0,0,1,1,0,0,100,1,100,0,0,,,,,,,,,,25,14,1,10,56,13,52,11,44,12,7,0,5,58.3,7,58.3,5,41.7,13,7,1,5,53.8,6,46.2,6,46.2
Bulgaria Premier League,"Partly cloudy, -2℃～-1℃",Botev Plovdiv,Vereya,4-0,4,2-0,2-0,1,2,18,45,10,38,37,112,7,29,28,76,24,11,1,12,45.8,9,37.5,15,62.5,12,6,0,6,50,3,25,9,75,12,5,1,6,41.7,6,50,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,Baltika Kaliningrad,Volgar-Gazprom Astrachan,0-0,0,0-0,0-0,11,23,2,20,34,70,10,61,23,39,5,34,27,14,4,9,51.9,10,37,14,51.9,13,7,1,5,53.8,5,38.5,7,53.8,14,7,3,4,50,5,35.7,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,Gazovik Orenburg,FK Angusht Nazran,5-0,5,4-0,1-0,19,48,33,88,8,16,9,29,10,27,21,54,22,7,2,13,31.8,14,63.6,8,36.4,11,3,0,8,27.3,5,45.5,6,54.5,11,4,2,5,36.4,9,81.8,2,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE Pro-League,,Ajman,Al Nasr Dubai,3-1,4,1-0,2-1,6,31,5,23,24,117,17,81,12,65,9,46,19,9,1,9,47.4,10,52.6,9,47.4,10,4,0,6,40,7,70,3,30,9,5,1,3,55.6,3,33.3,6,66.7,19,10,1,8,52.6,10,52.6,9,47.4,10,4,0,6,40,3,30,7,70,9,6,1,2,66.7,7,77.8,2,22.2
Northern Ireland Premier League,,Coleraine,Larne FC,0-0,0,0-0,0-0,14,19,7,21,39,61,16,59,34,39,13,43,28,18,2,8,64.3,10,35.7,18,64.3,15,8,1,6,53.3,5,33.3,10,66.7,13,10,1,2,76.9,5,38.5,8,61.5,30,15,6,9,50,13,43.3,14,46.7,15,6,3,6,40,8,53.3,7,46.7,15,9,3,3,60,5,33.3,7,46.7
Saudi Professional League,"Partly sunny, 33℃～34℃",Al-Orubah,Najran SC,0-1,1,0-1,0-0,26,25,8,28,22,16,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,1,66.7,3,50,2,33.3,,,,,,,,,,6,4,1,1,66.7,3,50,2,33.3,2.36,2.40,3.15,3.10,2.63,,0/0.5,,1.05,1.08,0.83,0.80,2.5,,0.84,0.92,1.02,0.94
Northern Ireland Premier League,,Warrenpoint Town,Ballymena United,2-1,3,2-1,0-0,4,30,8,31,23,74,21,76,11,53,18,54,20,7,1,12,35,11,55,7,35,8,2,0,6,25,5,62.5,2,25,12,5,1,6,41.7,6,50,5,41.7,30,10,1,19,33.3,11,36.7,16,53.3,16,5,0,11,31.2,7,43.8,7,43.8,14,5,1,8,35.7,4,28.6,9,64.3
Russian National Football League,,FK Sochi,Tom Tomsk,0-1,1,0-1,0-0,5,22,13,33,22,61,29,90,14,42,23,62,22,11,1,10,50,8,36.4,12,54.5,12,4,1,7,33.3,4,33.3,7,58.3,10,7,0,3,70,4,40,5,50,27,11,4,12,40.7,10,37,14,51.9,13,6,3,4,46.2,5,38.5,8,61.5,14,5,1,8,35.7,5,35.7,6,42.9
Cyprus 1 Division,"Partly cloudy, 12℃～13℃",Omonia Nicosia FC,AE Zakakiou,2-0,2,0-0,2-0,15,35,9,44,5,20,3,23,21,61,5,29,23,17,0,6,73.9,9,39.1,13,56.5,11,8,0,3,72.7,3,27.3,8,72.7,12,9,0,3,75,6,50,5,41.7,8,4,0,4,50,3,37.5,5,62.5,4,3,0,1,75,2,50,2,50,4,1,0,3,25,1,25,3,75
Russian National Football League,,Torpedo moskva,Arsenal Tula,2-0,2,0-0,2-0,25,54,13,55,9,26,7,18,23,50,12,39,27,14,3,10,51.9,12,44.4,14,51.9,15,9,2,4,60,8,53.3,6,40,12,5,1,6,41.7,4,33.3,8,66.7,22,9,3,10,40.9,9,40.9,13,59.1,11,3,2,6,27.3,5,45.5,6,54.5,11,6,1,4,54.5,4,36.4,7,63.6
Russian National Football League,,FK Sochi,Shinnik Yaroslavl,1-1,2,1-1,0-0,5,29,6,24,28,104,24,63,18,66,11,41,22,11,1,10,50,8,36.4,12,54.5,12,4,1,7,33.3,4,33.3,7,58.3,10,7,0,3,70,4,40,5,50,27,12,1,14,44.4,16,59.3,11,40.7,13,5,0,8,38.5,7,53.8,6,46.2,14,7,1,6,50,9,64.3,5,35.7
Russian National Football League,,FK Angusht Nazran,Luch Energiya,0-2,2,0-2,0-0,20,84,25,99,8,22,4,37,10,44,17,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,2,14,40.7,10,37,13,48.1,14,3,2,9,21.4,5,35.7,6,42.9,13,8,0,5,61.5,5,38.5,7,53.8
Northern Ireland Premier League,,Linfield FC,Glenavon Lurgan,8-1,9,5-1,3-0,7,14,12,47,31,100,29,106,19,59,18,62,29,15,3,11,51.7,12,41.4,13,44.8,14,7,3,4,50,6,42.9,6,42.9,15,8,0,7,53.3,6,40,7,46.7,30,14,2,14,46.7,19,63.3,9,30,14,9,0,5,64.3,8,57.1,5,35.7,16,5,2,9,31.2,11,68.8,4,25
Serbian Superliga,,Crvena Zvezda,Dinamo Vranje,3-0,3,1-0,2-0,21,53,13,73,12,27,8,32,18,43,13,66,25,9,2,14,36,8,32,15,60,12,4,2,6,33.3,4,33.3,7,58.3,13,5,0,8,38.5,4,30.8,8,61.5,5,1,0,4,20,3,60,1,20,2,1,0,1,50,2,100,0,0,3,0,0,3,0,1,33.3,1,33.3
Russian National Football League,,Tyumen,Yenisey Krasnoyarsk,2-0,2,2-0,0-0,6,21,6,28,25,52,14,55,21,37,10,43,9,4,1,4,44.4,4,44.4,5,55.6,5,3,0,2,60,2,40,3,60,4,1,1,2,25,2,50,2,50,27,10,2,15,37,12,44.4,14,51.9,13,4,1,8,30.8,7,53.8,6,46.2,14,6,1,7,42.9,5,35.7,8,57.1
Slovenia 1.Liga,,NK Publikum Celje,NK Olimpija Ljubljana,0-0,0,0-0,0-0,5,30,8,12,38,100,23,54,24,59,17,38,25,15,1,9,60,15,60,10,40,13,8,0,5,61.5,8,61.5,5,38.5,12,7,1,4,58.3,7,58.3,5,41.7,25,14,1,10,56,13,52,11,44,12,7,0,5,58.3,7,58.3,5,41.7,13,7,1,5,53.8,6,46.2,6,46.2
Russian National Football League,,Arsenal Tula,Gazovik Orenburg,2-0,2,0-0,2-0,7,28,8,24,18,86,25,63,12,55,20,39,22,9,3,10,40.9,9,40.9,13,59.1,11,3,2,6,27.3,5,45.5,6,54.5,11,6,1,4,54.5,4,36.4,7,63.6,22,7,2,13,31.8,14,63.6,8,36.4,11,3,0,8,27.3,5,45.5,6,54.5,11,4,2,5,36.4,9,81.8,2,18.2
Ukrainian Premier League,,Metalurh Zaporizhya,SC Tavriya,1-0,1,1-0,0-0,23,68,29,88,9,25,9,37,12,52,23,67,3,2,1,0,66.7,2,66.7,1,33.3,2,2,0,0,100,1,50,1,50,1,0,1,0,0,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian National Football League,,Volga Nizhny Novgorod,Volgar-Gazprom Astrachan,0-2,2,0-1,0-1,34,70,10,61,11,23,2,20,23,39,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgian Second Division,,ASV Geel,Hoogstraten VV,2-1,3,0-0,2-1,40,12,14,14,21,25,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,,3.30,3.20,3.05,3.15,0/0.5,,0.85,0.84,1.05,1.06,2.5,,0.92,1.05,0.96,0.83
Russia Premier League,"Partly cloudy, 4℃～5℃",Zenit St. Petersburg,Anzhi Makhachkala,5-0,5,2-0,3-0,3,21,8,14,19,63,27,85,12,42,17,36,22,12,2,8,54.5,7,31.8,14,63.6,12,5,1,6,41.7,5,41.7,6,50,10,7,1,2,70,2,20,8,80,6,4,1,1,66.7,1,16.7,3,50,4,3,0,1,75,1,25,2,50,2,1,1,0,50,0,0,1,50
Serbian Superliga,,Partizan Belgrade,Radnik Surdulica,3-0,3,1-0,2-0,7,21,4,27,25,57,24,83,17,34,10,50,25,12,1,12,48,13,52,11,44,13,8,0,5,61.5,7,53.8,5,38.5,12,4,1,7,33.3,6,50,6,50,26,12,4,10,46.2,13,50,13,50,13,7,1,5,53.8,8,61.5,5,38.5,13,5,3,5,38.5,5,38.5,8,61.5
Serbian Superliga,"Cloudy, 9℃～10℃",Radnik Surdulica,Indjija,2-0,2,0-0,2-0,21,53,17,62,9,15,5,21,15,33,7,43,26,12,4,10,46.2,13,50,13,50,13,7,1,5,53.8,8,61.5,5,38.5,13,5,3,5,38.5,5,38.5,8,61.5,26,12,0,14,46.2,11,42.3,15,57.7,13,7,0,6,53.8,5,38.5,8,61.5,13,5,0,8,38.5,6,46.2,7,53.8
Russian National Football League,,FK Ruan Tosno,Shinnik Yaroslavl,0-0,0,0-0,0-0,28,104,24,63,5,29,6,24,18,66,11,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,1,14,44.4,16,59.3,11,40.7,13,5,0,8,38.5,7,53.8,6,46.2,14,7,1,6,50,9,64.3,5,35.7
Northern Ireland Premier League,,Crusaders,Warrenpoint Town,4-0,4,1-0,3-0,10,19,7,34,22,52,29,112,16,35,15,66,29,13,1,15,44.8,13,44.8,14,48.3,16,7,1,8,43.8,7,43.8,7,43.8,13,6,0,7,46.2,6,46.2,7,53.8,20,7,1,12,35,11,55,7,35,8,2,0,6,25,5,62.5,2,25,12,5,1,6,41.7,6,50,5,41.7
Greece National A,,OFI Crete,Niki Volou,3-0,3,0-0,3-0,23,62,14,82,6,21,7,18,13,45,10,45,26,12,3,11,46.2,14,53.8,11,42.3,13,8,2,3,61.5,6,46.2,7,53.8,13,4,1,8,30.8,8,61.5,4,30.8,9,5,0,4,55.6,2,22.2,5,55.6,5,3,0,2,60,1,20,4,80,4,2,0,2,50,1,25,1,25
UAE Pro-League,,Al-Dhafra,Ittihad Kalba,2-1,3,0-0,2-1,3,27,9,27,27,100,36,96,11,56,23,56,19,11,0,8,57.9,10,52.6,9,47.4,10,6,0,4,60,5,50,5,50,9,5,0,4,55.6,5,55.6,4,44.4,19,8,0,11,42.1,10,52.6,9,47.4,9,4,0,5,44.4,5,55.6,4,44.4,10,4,0,6,40,5,50,5,50
Northern Ireland Premier League,,Glenavon Lurgan,Cliftonville,1-2,3,1-1,0-1,5,27,6,18,25,99,17,83,18,56,11,45,30,14,2,14,46.7,19,63.3,9,30,14,9,0,5,64.3,8,57.1,5,35.7,16,5,2,9,31.2,11,68.8,4,25,30,16,1,13,53.3,9,30,20,66.7,14,5,0,9,35.7,4,28.6,10,71.4,16,11,1,4,68.8,5,31.2,10,62.5
Russian National Football League,,Luch Energiya,Salyut-Energia Belgorod,1-1,2,1-0,0-1,28,105,27,72,9,42,2,14,14,62,17,42,27,11,2,14,40.7,10,37,13,48.1,14,3,2,9,21.4,5,35.7,6,42.9,13,8,0,5,61.5,5,38.5,7,53.8,7,3,1,3,42.9,3,42.9,4,57.1,4,1,0,3,25,0,0,4,100,3,2,1,0,66.7,3,100,0,0
Bulgaria Premier League,,Chernomorets Burgas,Lyubimets,5-0,5,2-0,3-0,9,17,22,35,5,12,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland Premier League,,Crusaders,Larne FC,2-2,4,1-1,1-1,39,61,16,59,14,19,7,21,34,39,13,43,29,13,1,15,44.8,13,44.8,14,48.3,16,7,1,8,43.8,7,43.8,7,43.8,13,6,0,7,46.2,6,46.2,7,53.8,30,15,6,9,50,13,43.3,14,46.7,15,6,3,6,40,8,53.3,7,46.7,15,9,3,3,60,5,33.3,7,46.7
Russian National Football League,,Sibir Novosibirsk,Khimik Dzerzhinsk,1-1,2,1-0,0-1,49,127,31,79,12,32,10,29,20,49,20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgian Second Division,,Tubize,K.RC.Mechelen,1-0,1,0-0,1-0,31,1,2,6,11,21,8,26,7,4,0,3,57.1,2,28.6,5,71.4,2,2,0,0,100,1,50,1,50,5,2,0,3,40,1,20,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.53,4.20,3.85,6.20,5.40,1,,0.78,1.00,1.13,0.90,3,,1.14,1.19,0.75,0.72
Russian National Football League,,Mordovya Saransk,Rotor Volgograd,2-0,2,1-0,1-0,5,20,12,27,24,77,19,71,15,44,16,49,27,9,0,18,33.3,13,48.1,14,51.9,14,4,0,10,28.6,5,35.7,9,64.3,13,5,0,8,38.5,8,61.5,5,38.5,27,15,3,9,55.6,10,37,17,63,13,6,2,5,46.2,5,38.5,8,61.5,14,9,1,4,64.3,5,35.7,9,64.3
Russian National Football League,,Luch Energiya,FK Ruan Tosno,4-1,5,2-0,2-1,4,17,8,27,22,68,22,61,8,38,15,42,27,11,2,14,40.7,10,37,13,48.1,14,3,2,9,21.4,5,35.7,6,42.9,13,8,0,5,61.5,5,38.5,7,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgian Second Division,,Excelsior Virton,FC Brussels,5-0,5,0-0,5-0,17,48,17,41,3,23,12,23,11,48,17,41,28,15,2,11,53.6,12,42.9,16,57.1,14,7,1,6,50,6,42.9,8,57.1,14,8,1,5,57.1,6,42.9,8,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgian Second Division,,KSK Heist,Hoogstraten VV,2-1,3,2-1,0-0,40,12,14,14,20,21,5,21,5,2,0,3,40,3,60,2,40,2,1,0,1,50,1,50,1,50,3,1,0,2,33.3,2,66.7,1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.36,3.20,3.15,2.65,2.81,0/0.5,,1.13,1.00,0.78,0.90,2/2.5,,0.78,0.83,1.11,1.05
Saudi Professional League,,Al Khaleej Club,Al Raed,1-0,1,1-0,0-0,25,87,25,84,5,24,8,24,9,43,11,43,14,5,3,6,35.7,6,42.9,8,57.1,9,2,1,6,22.2,5,55.6,4,44.4,5,3,2,0,60,1,20,4,80,22,9,2,11,40.9,10,45.5,9,40.9,11,4,0,7,36.4,3,27.3,5,45.5,11,5,2,4,45.5,7,63.6,4,36.4
Russian National Football League,,Yenisey Krasnoyarsk,Gazovik Orenburg,1-1,2,1-0,0-1,7,28,8,24,18,86,25,63,12,55,20,39,27,10,2,15,37,12,44.4,14,51.9,13,4,1,8,30.8,7,53.8,6,46.2,14,6,1,7,42.9,5,35.7,8,57.1,22,7,2,13,31.8,14,63.6,8,36.4,11,3,0,8,27.3,5,45.5,6,54.5,11,4,2,5,36.4,9,81.8,2,18.2
Russian National Football League,,SY Sakhalinsk,FK Sochi,2-0,2,0-0,2-0,27,61,19,65,16,29,6,19,21,46,10,35,6,1,2,3,16.7,3,50,3,50,2,0,1,1,0,2,100,0,0,4,1,1,2,25,1,25,3,75,22,11,1,10,50,8,36.4,12,54.5,12,4,1,7,33.3,4,33.3,7,58.3,10,7,0,3,70,4,40,5,50
Greece National A,,Kerkyra,Niki Volou,3-0,3,0-0,3-0,23,62,14,82,6,21,7,18,13,45,10,45,5,2,0,3,40,1,20,4,80,2,0,0,2,0,0,0,2,100,3,2,0,1,66.7,1,33.3,2,66.7,9,5,0,4,55.6,2,22.2,5,55.6,5,3,0,2,60,1,20,4,80,4,2,0,2,50,1,25,1,25
Serbian Superliga,"Partly cloudy, 4℃～5℃",Vojvodina Novi Sad,Mladost Lucani,2-1,3,0-0,2-1,10,28,6,24,19,69,18,96,15,42,16,61,26,13,0,13,50,15,57.7,11,42.3,13,5,0,8,38.5,9,69.2,4,30.8,13,8,0,5,61.5,6,46.2,7,53.8,25,14,2,9,56,11,44,13,52,13,8,0,5,61.5,6,46.2,6,46.2,12,6,2,4,50,5,41.7,7,58.3
Belgian Second Division,,Patro Eisden,KSK Heist,3-1,4,1-0,2-1,23,34,6,34,20,21,5,21,6,3,1,2,50,2,33.3,4,66.7,2,2,0,0,100,0,0,2,100,4,1,1,2,25,2,50,2,50,5,2,0,3,40,3,60,2,40,2,1,0,1,50,1,50,1,50,3,1,0,2,33.3,2,66.7,1,33.3,1.75,2.11,3.40,3.35,4.30,3.05,0/0.5,,0.66,0.86,1.31,1.04,2.5,,0.94,0.97,0.94,0.91
Ukrainian Premier League,,FC Mariupol,FC Shakhtar Donetsk,2-6,8,1-4,1-2,10,19,7,20,33,72,17,68,21,40,13,43,23,11,0,12,47.8,12,52.2,11,47.8,11,6,0,5,54.5,5,45.5,6,54.5,12,5,0,7,41.7,7,58.3,5,41.7,23,14,1,8,60.9,11,47.8,11,47.8,11,8,0,3,72.7,6,54.5,5,45.5,12,6,1,5,50,5,41.7,6,50
Russian National Football League,"Partly cloudy, 27℃～28℃",KAMAZ Naberezhnye Chelny,Yenisey Krasnoyarsk,0-1,1,0-1,0-0,25,52,14,55,6,21,6,28,21,37,10,43,10,5,0,5,50,7,70,3,30,6,3,0,3,50,3,50,3,50,4,2,0,2,50,4,100,0,0,27,10,2,15,37,12,44.4,14,51.9,13,4,1,8,30.8,7,53.8,6,46.2,14,6,1,7,42.9,5,35.7,8,57.1
Northern Ireland Premier League,,Larne FC,Institute FC,1-1,2,1-1,0-0,16,49,35,114,4,24,14,30,7,38,28,62,30,15,6,9,50,13,43.3,14,46.7,15,6,3,6,40,8,53.3,7,46.7,15,9,3,3,60,5,33.3,7,46.7,29,13,1,15,44.8,14,48.3,12,41.4,13,3,0,10,23.1,6,46.2,6,46.2,16,10,1,5,62.5,8,50,6,37.5
Serbian Superliga,"Cloudy, 7℃～8℃",Mladost Lucani,Indjija,2-1,3,1-1,1-0,18,56,19,64,7,18,6,23,12,36,9,45,25,14,2,9,56,11,44,13,52,13,8,0,5,61.5,6,46.2,6,46.2,12,6,2,4,50,5,41.7,7,58.3,26,12,0,14,46.2,11,42.3,15,57.7,13,7,0,6,53.8,5,38.5,8,61.5,13,5,0,8,38.5,6,46.2,7,53.8
Primera Division de Uruguay,,Rentistas,CA River Plate,2-0,2,0-0,2-0,27,98,20,102,5,22,4,34,10,48,9,64,3,3,0,0,100,2,66.7,1,33.3,2,2,0,0,100,1,50,1,50,1,1,0,0,100,1,100,0,0,3,0,1,2,0,1,33.3,2,66.7,2,0,0,2,0,1,50,1,50,1,0,1,0,0,0,0,1,100
Belgian Second Division,,Tubize,Patro Eisden,3-1,4,1-1,2-0,22,25,9,34,7,13,7,24,7,4,0,3,57.1,2,28.6,5,71.4,2,2,0,0,100,1,50,1,50,5,2,0,3,40,1,20,4,80,6,3,1,2,50,2,33.3,4,66.7,2,2,0,0,100,0,0,2,100,4,1,1,2,25,2,50,2,50,1.79,1.84,3.55,3.35,3.85,3.90,0.5,,0.80,0.85,1.11,1.05,2.5,,0.92,1.08,0.96,0.80
Russian National Football League,,FC Ufa,SKA Khabarovsk,2-0,2,2-0,0-0,25,65,24,65,7,21,8,27,16,39,13,42,22,14,0,8,63.6,5,22.7,14,63.6,10,6,0,4,60,3,30,4,40,12,8,0,4,66.7,2,16.7,10,83.3,27,14,3,10,51.9,12,44.4,12,44.4,14,8,2,4,57.1,5,35.7,7,50,13,6,1,6,46.2,7,53.8,5,38.5
Russian National Football League,,Gazovik Orenburg,Torpedo moskva,0-2,2,0-1,0-1,32,78,21,67,17,22,11,27,24,48,15,40,22,7,2,13,31.8,14,63.6,8,36.4,11,3,0,8,27.3,5,45.5,6,54.5,11,4,2,5,36.4,9,81.8,2,18.2,27,14,3,10,51.9,12,44.4,14,51.9,15,9,2,4,60,8,53.3,6,40,12,5,1,6,41.7,4,33.3,8,66.7
